UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned,Detected,Pile_Height,Top_X,Top_Y,Top_Z,Bot_X,Bot_Y,Bot_Z,Lean_East_Deg,Lean_North_Deg,Tracker_Slope_Pct,Elv_Dz_Deg,Abs_Elv_Dz,Bot_X_1ft,Bot_Y_1ft,Bot_Z_1ft
36657,367636.262,2258007.912,877.522,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36658,367662.831,2258007.858,877.33,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36659,367689.448,2258007.903,877.903,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36660,367408.907,2258027.447,880.076,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36661,367431.176,2258027.443,878.794,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36662,367457.786,2258027.378,877.855,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36663,367480.101,2258027.469,877.506,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36664,367529.877,2258027.361,877.516,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36665,367556.45,2258027.384,877.464,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36666,367583.056,2258027.419,877.378,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36667,367609.687,2258027.369,877.466,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36668,367689.346,2258105.529,879.726,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36669,367636.15,2258027.45,877.464,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36670,367689.459,2258027.399,878.059,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36671,367408.919,2258046.952,879.08,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36672,367431.289,2258046.88,877.964,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36673,367457.817,2258046.895,877.423,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36674,367480.068,2258046.924,877.464,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36675,367529.907,2258046.921,877.451,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36676,367556.507,2258046.863,877.335,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36677,367583.074,2258046.896,877.489,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36678,367609.719,2258046.903,877.497,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36679,367636.178,2258046.932,877.702,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36680,367662.847,2258046.847,877.612,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36681,367689.381,2258046.874,878.233,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36682,367408.967,2258066.383,878.29,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36683,367662.842,2258027.422,877.574,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36684,367408.932,2258124.869,878.133,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36685,367431.173,2258124.896,877.286,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36686,367457.789,2258124.864,877.23,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36687,367457.775,2258183.353,877.878,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36688,367480.042,2258183.338,877.41,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36689,367529.814,2258183.394,877.567,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36690,367556.448,2258183.371,877.443,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36691,367582.973,2258183.355,877.347,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36692,367609.576,2258183.427,878.023,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36693,367636.137,2258183.561,879.057,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36694,367662.726,2258183.498,880.516,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36695,367689.384,2258183.578,882.127,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36696,367408.865,2258202.875,881.293,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36697,367431.154,2258202.891,880.028,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36698,367457.875,2258202.889,879.022,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36699,367480.079,2258202.884,878.147,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36700,367431.144,2258183.386,879.018,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36701,367529.861,2258202.891,877.863,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36702,367583.001,2258202.859,878.642,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36703,367609.598,2258202.874,879.185,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36704,367636.144,2258202.907,880.459,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36705,367662.778,2258202.866,881.534,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36706,367689.328,2258202.9,883.207,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36707,367408.956,2258222.336,881.634,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36708,367431.16,2258222.32,881.485,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36709,367457.792,2258222.295,880.268,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36710,367479.918,2258222.314,879.821,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36711,367529.843,2258222.358,879.445,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36712,367556.435,2258222.372,879.526,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36713,367583.086,2258222.417,879.811,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36714,367609.558,2258222.375,880.651,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36715,367556.486,2258202.831,877.696,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36716,367556.453,2258007.897,877.202,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36717,367408.847,2258183.521,880.305,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36718,367662.689,2258164.018,879.542,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36719,367480.003,2258124.866,877.247,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36720,367529.771,2258124.907,877.291,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36721,367556.423,2258124.904,877.404,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36722,367583.0,2258124.862,877.197,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36723,367609.571,2258124.858,877.255,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36724,367636.2,2258124.966,877.4,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36725,367662.749,2258124.887,878.418,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36726,367689.399,2258125.022,879.768,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36727,367408.895,2258144.381,878.569,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36728,367431.026,2258144.399,877.967,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36729,367457.753,2258144.358,877.304,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36730,367480.026,2258144.381,877.4,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36731,367529.864,2258144.372,877.49,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36732,367689.334,2258164.007,881.515,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36733,367556.431,2258144.395,877.433,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36734,367609.6,2258144.343,877.416,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36735,367636.108,2258144.36,877.989,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36736,367662.82,2258144.505,878.789,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36737,367689.392,2258144.456,880.554,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36738,367408.899,2258164.062,879.332,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36739,367431.157,2258163.914,878.274,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36740,367457.872,2258163.844,877.595,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36741,367479.988,2258163.866,877.55,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36742,367529.813,2258163.88,877.558,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36743,367556.412,2258163.917,877.29,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36744,367582.982,2258163.859,877.484,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36745,367609.552,2258163.865,877.667,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36746,367636.148,2258163.93,878.504,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36747,367583.02,2258144.39,877.365,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36748,367636.266,2258222.331,881.665,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36749,367529.842,2258007.858,877.323,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36750,367457.817,2258007.898,878.052,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36751,367689.328,2257637.504,884.633,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36752,367408.846,2257657.001,883.839,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36753,367431.109,2257657.006,883.78,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36754,367457.747,2257657.052,883.707,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36755,367479.989,2257656.999,883.809,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36756,367529.772,2257657.024,884.236,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36757,367556.408,2257656.972,884.45,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36758,367582.994,2257657.011,884.638,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36759,367609.611,2257656.998,884.598,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36760,367636.16,2257657.035,884.704,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36761,367662.78,2257657.027,884.508,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36762,367689.297,2257657.028,884.522,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36763,367408.83,2257676.542,884.086,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36764,367431.063,2257676.535,884.032,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36765,367457.724,2257676.606,883.93,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36766,367479.897,2257676.612,884.079,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36767,367529.793,2257676.554,884.353,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36768,367556.304,2257676.597,884.602,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36769,367582.934,2257676.564,884.48,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36770,367609.568,2257676.532,884.618,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36771,367636.155,2257676.562,884.404,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36772,367662.732,2257676.513,884.596,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36773,367689.277,2257676.555,884.462,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36774,367408.85,2257696.087,884.274,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36775,367431.052,2257696.114,884.37,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36776,367457.64,2257696.06,884.444,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36777,367479.914,2257696.105,884.468,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36778,367662.76,2257637.495,884.958,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36779,367636.138,2257637.515,885.038,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36780,367609.619,2257637.499,884.887,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36781,367583.006,2257637.513,884.659,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36782,367408.838,2257598.466,883.29,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36783,367431.037,2257598.471,883.385,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36784,367457.689,2257598.487,883.942,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36785,367479.969,2257598.514,883.99,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36786,367529.798,2257598.456,884.059,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36787,367556.396,2257598.477,884.156,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36788,367582.987,2257598.451,884.384,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36789,367609.549,2257598.451,884.542,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36790,367636.136,2257598.519,884.584,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36791,367662.695,2257598.489,884.777,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36792,367689.307,2257598.483,884.695,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36793,367408.771,2257617.976,883.615,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36794,367431.046,2257618.016,883.823,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36795,367529.794,2257696.092,884.76,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36796,367457.654,2257617.996,884.098,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36797,367529.769,2257618.051,884.38,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36798,367556.363,2257618.018,884.423,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36799,367582.963,2257618.047,884.682,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36800,367609.592,2257618.015,884.84,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36801,367636.167,2257618.032,885.006,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36802,367662.732,2257617.987,885.1,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36803,367689.401,2257617.988,884.894,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36804,367408.845,2257637.462,883.859,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36805,367431.092,2257637.456,884.004,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36806,367457.708,2257637.545,883.848,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36807,367480.007,2257637.553,884.061,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36808,367529.821,2257637.529,884.457,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36809,367556.417,2257637.469,884.524,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36810,367479.958,2257618.019,884.077,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36811,367556.335,2257696.065,884.87,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36812,367582.869,2257695.991,884.602,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36813,367609.476,2257696.059,884.7,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36814,367609.64,2257754.53,883.243,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36815,367636.147,2257754.602,884.057,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36816,367662.798,2257754.509,884.064,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36817,367689.37,2257754.521,883.859,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36818,367408.9,2257773.937,884.104,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36819,367431.085,2257773.967,883.11,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36820,367457.667,2257773.962,882.446,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36821,367479.973,2257773.983,881.786,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36822,367529.815,2257773.979,881.188,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36823,367556.377,2257773.957,881.034,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36824,367583.017,2257774.0,881.298,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36825,367609.492,2257773.961,882.065,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36826,367636.121,2257773.939,883.102,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36827,367582.92,2257754.564,882.681,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36828,367662.689,2257773.935,883.823,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36829,367408.836,2257793.485,882.87,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36830,367431.068,2257793.512,881.681,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36831,367457.677,2257793.496,880.79,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36832,367479.876,2257793.435,880.358,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36833,367529.765,2257793.534,879.603,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36834,367556.464,2257793.651,879.492,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36835,367583.108,2257793.614,879.602,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36836,367609.648,2257793.499,880.798,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36837,367636.129,2257793.513,881.827,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36838,367662.646,2257793.469,883.081,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36839,367689.278,2257793.488,883.767,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36840,367409.003,2258007.904,880.432,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36841,367431.204,2258007.919,879.129,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36842,367689.352,2257773.929,883.783,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36843,367480.069,2258007.902,877.491,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36844,367556.37,2257754.529,882.595,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36845,367479.959,2257754.553,883.395,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36846,367636.083,2257696.094,884.703,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36847,367662.678,2257696.052,884.639,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36848,367689.408,2257696.037,884.598,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36849,367408.886,2257715.511,884.499,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36850,367431.099,2257715.524,884.858,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36851,367457.713,2257715.543,884.898,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36852,367480.01,2257715.527,885.071,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36853,367529.792,2257715.528,884.986,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36854,367556.388,2257715.527,885.041,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36855,367582.971,2257715.547,884.966,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36856,367609.594,2257715.523,884.748,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36857,367636.191,2257715.551,884.708,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36858,367662.82,2257715.504,884.64,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36859,367529.758,2257754.524,882.559,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36860,367689.35,2257715.508,884.398,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36861,367431.179,2257735.056,884.969,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36862,367457.725,2257735.027,884.926,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36863,367479.97,2257735.069,884.75,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36864,367529.858,2257735.072,884.193,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36865,367556.353,2257735.109,883.982,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36866,367582.964,2257735.095,884.165,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36867,367609.554,2257735.059,884.637,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36868,367636.191,2257735.072,884.807,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36869,367662.745,2257734.991,884.681,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36870,367689.325,2257735.044,884.28,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36871,367409.041,2257754.535,884.485,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36872,367431.178,2257754.625,884.334,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36873,367457.69,2257754.559,883.769,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36874,367408.893,2257735.053,884.697,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36875,367662.808,2258222.362,882.888,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36876,367689.353,2258222.374,884.124,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36877,367408.953,2258241.877,881.919,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36878,367609.572,2258515.068,883.48,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36879,367636.067,2258514.972,884.261,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36880,367662.696,2258514.975,884.475,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36881,367689.155,2258515.038,884.644,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36905,367582.924,2258514.983,882.971,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36906,367556.345,2258514.996,882.519,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36907,367529.705,2258514.996,882.568,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36908,367479.949,2258515.008,883.453,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36909,367636.234,2258456.538,884.213,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36910,367662.755,2258456.56,884.205,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36911,367689.369,2258456.496,884.272,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36912,367408.914,2258476.042,884.918,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36913,367431.146,2258476.021,884.846,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36914,367457.768,2258476.002,884.412,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36915,367480.028,2258475.98,884.044,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36916,367529.835,2258475.999,883.308,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36917,367556.451,2258475.997,883.119,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36918,367583.015,2258475.953,883.518,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36919,367609.615,2258476.017,883.95,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36920,367636.213,2258475.99,884.46,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36921,367662.82,2258475.991,884.541,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36923,367689.384,2258475.988,884.478,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36924,367431.309,2258495.491,884.677,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36925,367457.773,2258495.516,884.334,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36926,367480.022,2258495.525,883.957,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36927,367529.778,2258495.52,883.042,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36928,367556.393,2258495.495,882.812,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36929,367582.952,2258495.52,883.446,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36930,367609.624,2258495.497,883.886,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36931,367636.182,2258495.498,884.345,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36932,367662.729,2258495.493,884.743,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36933,367689.387,2258495.519,884.777,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36934,367408.832,2258514.938,884.026,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36935,367431.094,2258514.979,884.204,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
36936,367457.641,2258514.952,883.936,BS_INV-26_B_S01,1/28/2026,,,,,,,,,,,,,,,,
