id,hammeringStatus,positioningTime,hammeringTime,headHeight,finishedAt,reachedAt,machine
600440,COMPLETED,,0.001170243,253.3392454,2026-01-14 11:08:28,,Doyle-2500-010 - Machine 1
600441,COMPLETED,,7.55324E-05,253.3642288,2026-01-14 11:14:56,,Doyle-2500-010 - Machine 1
600442,COMPLETED,,0.002413924,253.350686,2026-01-14 10:47:57,,Doyle-2500-010 - Machine 1
600443,INCOMPLETE_NO_FINISH_TIME,0.001112604,0.002535718,,,2026-01-14 10:56:39,Doyle-2500-010 - Machine 1
600444,COMPLETED,,7.73727E-05,253.3619353,2026-01-14 11:46:11,,Doyle-2500-010 - Machine 1
600445,COMPLETED,,7.65972E-05,253.3673873,2026-01-14 11:52:28,,Doyle-2500-010 - Machine 1
600446,COMPLETED,,0.00204985,253.3862926,2026-01-14 11:30:49,,Doyle-2500-010 - Machine 1
600447,COMPLETED,,0.00219588,253.3811293,2026-01-14 11:38:35,,Doyle-2500-010 - Machine 1
600448,COMPLETED,,5.04514E-05,253.3110876,2026-01-14 13:49:13,,Doyle-2500-010 - Machine 1
600449,COMPLETED,0.003098125,0.001551204,253.3270522,2026-01-14 13:42:14,2026-01-14 13:39:54,Doyle-2500-010 - Machine 1
600450,COMPLETED,,0.001250532,253.3468903,2026-01-14 13:56:04,,Doyle-2500-010 - Machine 1
600451,COMPLETED,,0.00125441,253.3194576,2026-01-14 13:35:27,,Doyle-2500-010 - Machine 1
600452,COMPLETED,,0.000550532,253.3146636,2026-01-14 13:29:49,,Doyle-2500-010 - Machine 1
600453,INCOMPLETE_NO_FINISH_TIME,,0.000767269,,,,Doyle-2500-010 - Machine 1
600454,COMPLETED,,0.000657743,253.3034229,2026-01-14 13:23:58,,Doyle-2500-010 - Machine 1
700007,INCOMPLETE_NO_FINISH_TIME,,0.002227396,,,,Doyle-2500-010 - Machine 1
600455,INCOMPLETE_NO_FINISH_TIME,,0.000398843,,,,Doyle-2500-010 - Machine 1
600456,COMPLETED,,0.000792303,253.5795287,2026-01-14 15:01:56,,Doyle-2500-010 - Machine 1
600457,COMPLETED,,0.001434595,253.5362,2026-01-14 15:15:02,,Doyle-2500-010 - Machine 1
600458,COMPLETED,0.002210417,0.001023148,253.6236079,2026-01-14 14:49:55,2026-01-14 14:48:24,Doyle-2500-010 - Machine 1
600459,COMPLETED,,0.000889618,253.5369846,2026-01-14 14:57:02,,Doyle-2500-010 - Machine 1
600460,COMPLETED,,0.000924722,253.6661648,2026-01-14 14:45:13,,Doyle-2500-010 - Machine 1
600461,COMPLETED,,0.000219248,253.5070746,2026-01-14 15:43:35,,Doyle-2500-010 - Machine 1
600462,COMPLETED,,0.000781748,253.5126046,2026-01-14 15:38:08,,Doyle-2500-010 - Machine 1
600463,INCOMPLETE_NO_FINISH_TIME,,0.001362037,,,,Doyle-2500-010 - Machine 1
600464,COMPLETED,,8.8588E-05,253.4741211,2026-01-14 15:25:45,,Doyle-2500-010 - Machine 1
600465,COMPLETED,,0.000257361,253.629151,2026-01-14 16:04:12,,Doyle-2500-010 - Machine 1
600466,COMPLETED,0.001361829,0.000348877,253.6240972,2026-01-14 16:08:28,2026-01-14 16:06:28,Doyle-2500-010 - Machine 1
600467,INCOMPLETE_NO_FINISH_TIME,,0.000533171,,,,Doyle-2500-010 - Machine 1
600468,COMPLETED,,0.000396007,253.6052909,2026-01-14 15:52:15,,Doyle-2500-010 - Machine 1
400026,COMPLETED,,0.003726157,273.9796926,2026-01-03 08:34:25,,Doyle-2500-010 - Machine 1
400154,COMPLETED,0.000685926,0.006364109,279.4896688,2026-01-03 07:40:17,2026-01-03 07:31:06,Doyle-2500-020 - Machine 3
400156,COMPLETED,,0.005146296,276.4105021,2026-01-03 08:48:44,,Doyle-2500-021 - Machine 4
400158,COMPLETED,0.002040648,0.002693229,274.2577432,2026-01-03 08:28:42,2026-01-03 08:19:37,Doyle-2500-020 - Machine 3
400159,INCOMPLETE_NO_FINISH_TIME,,0.001893113,,,,Doyle-2500-020 - Machine 3
500133,COMPLETED,,0.000814005,273.500628,2026-01-03 10:31:42,,Doyle-2500-011 - Machine 2
500134,COMPLETED,,0.001701007,273.4990964,2026-01-03 10:28:47,,Doyle-2500-011 - Machine 2
500135,COMPLETED,,0.000619456,273.4958188,2026-01-03 10:24:06,,Doyle-2500-011 - Machine 2
500136,COMPLETED,,0.000367211,273.4949099,2026-01-03 10:18:17,,Doyle-2500-011 - Machine 2
500137,COMPLETED,,0.000307188,273.4974073,2026-01-03 10:16:05,,Doyle-2500-011 - Machine 2
500138,COMPLETED,,0.000292176,273.4957563,2026-01-03 13:07:22,,Doyle-2500-011 - Machine 2
500139,COMPLETED,,0.000352037,273.49792,2026-01-03 13:09:25,,Doyle-2500-011 - Machine 2
500140,COMPLETED,,0.000710775,273.4961942,2026-01-03 13:18:14,,Doyle-2500-011 - Machine 2
500141,COMPLETED,,0.000829711,273.5021877,2026-01-03 13:22:57,,Doyle-2500-011 - Machine 2
500142,COMPLETED,,0.000673403,273.5017244,2026-01-03 13:25:53,,Doyle-2500-011 - Machine 2
500143,COMPLETED,,0.000845926,273.4989903,2026-01-03 13:28:22,,Doyle-2500-011 - Machine 2
500144,COMPLETED,,0.001171088,273.4988848,2026-01-03 10:21:50,,Doyle-2500-011 - Machine 2
600024,COMPLETED,,0.001155301,274.9001253,2026-01-03 08:25:14,,Doyle-2500-010 - Machine 1
600025,COMPLETED,,0.001097836,274.820993,2026-01-03 08:28:24,,Doyle-2500-010 - Machine 1
600026,COMPLETED,0.001186343,0.000968287,274.8434002,2026-01-03 08:19:20,2026-01-03 08:17:12,Doyle-2500-010 - Machine 1
600027,COMPLETED,0.001167373,0.00131037,274.9273314,2026-01-03 08:14:59,2026-01-03 08:12:38,Doyle-2500-010 - Machine 1
600150,COMPLETED,0.001213831,0.000958588,275.4753989,2026-01-03 08:08:45,2026-01-03 08:07:13,Doyle-2500-020 - Machine 3
600151,COMPLETED,,0.000615544,275.5595286,2026-01-03 08:05:25,,Doyle-2500-020 - Machine 3
600152,COMPLETED,0.000655174,0.001067546,275.4423305,2026-01-03 08:11:19,2026-01-03 08:09:43,Doyle-2500-020 - Machine 3
400027,INCOMPLETE_NO_FINISH_TIME,,0.001374664,,,,Doyle-2500-010 - Machine 1
400028,COMPLETED,,0.00129147,272.7272271,2026-01-02 10:37:30,,Doyle-2500-010 - Machine 1
400029,COMPLETED,,0.00255816,279.8841375,2026-01-02 14:04:05,,Doyle-2500-020 - Machine 3
400030,COMPLETED,,0.001516458,274.2458439,2026-01-02 10:15:21,,Doyle-2500-010 - Machine 1
400164,INCOMPLETE_NO_FINISH_TIME,,0.0016289,,,,Doyle-2500-020 - Machine 3
400165,COMPLETED,,0.001902731,279.8038516,2026-01-02 16:25:44,,Doyle-2500-020 - Machine 3
400166,COMPLETED,,0.008844988,276.358048,2026-01-02 14:02:24,,Doyle-2500-021 - Machine 4
400167,COMPLETED,,0.004879942,276.3639597,2026-01-03 08:07:53,,Doyle-2500-021 - Machine 4
400168,COMPLETED,,0.001769514,280.8753586,2026-01-03 07:40:34,,Doyle-2500-010 - Machine 1
400169,COMPLETED,,0.002570463,276.1367846,2026-01-02 16:12:11,,Doyle-2500-021 - Machine 4
400170,COMPLETED,,0.002879907,280.8655587,2026-01-03 07:34:26,,Doyle-2500-010 - Machine 1
400171,INCOMPLETE_NO_FINISH_TIME,,0.001590428,,,,Doyle-2500-020 - Machine 3
500145,COMPLETED,,0.001024537,279.1877267,2026-01-02 15:24:57,,Doyle-2500-011 - Machine 2
500146,COMPLETED,,0.016933032,281.9552047,2026-01-02 13:22:05,,Doyle-2500-011 - Machine 2
500147,COMPLETED,,0.000500972,279.1967673,2026-01-03 07:50:53,,Doyle-2500-011 - Machine 2
500148,COMPLETED,,0.000669178,279.1889541,2026-01-03 07:48:22,,Doyle-2500-011 - Machine 2
500149,COMPLETED,,0.000960081,279.1907332,2026-01-03 07:42:18,,Doyle-2500-011 - Machine 2
500150,COMPLETED,,0.000611701,279.1900803,2026-01-03 07:38:46,,Doyle-2500-011 - Machine 2
500151,COMPLETED,,0.000969074,279.1884351,2026-01-03 07:36:15,,Doyle-2500-011 - Machine 2
500152,COMPLETED,,0.000513403,279.1900923,2026-01-03 07:33:08,,Doyle-2500-011 - Machine 2
500153,COMPLETED,,0.000939954,279.1867043,2026-01-02 14:47:14,,Doyle-2500-011 - Machine 2
500154,COMPLETED,,0.001730868,279.1914777,2026-01-02 15:33:38,,Doyle-2500-011 - Machine 2
500155,COMPLETED,,0.003593345,279.1913303,2026-01-02 13:44:45,,Doyle-2500-011 - Machine 2
500156,COMPLETED,,0.000793333,279.1914112,2026-01-02 15:37:31,,Doyle-2500-011 - Machine 2
600028,COMPLETED,,0.001859109,280.5045436,2026-01-02 13:57:34,,Doyle-2500-020 - Machine 3
600029,COMPLETED,,0.00534515,280.6085086,2026-01-02 13:53:25,,Doyle-2500-020 - Machine 3
600030,INCOMPLETE_NO_FINISH_TIME,0.000464769,0.000643669,,,2026-01-02 13:38:27,Doyle-2500-020 - Machine 3
600031,COMPLETED,,0.00076184,280.5259187,2026-01-02 13:36:52,,Doyle-2500-020 - Machine 3
600159,COMPLETED,,0.001333125,281.7213186,2026-01-02 16:21:20,,Doyle-2500-010 - Machine 1
600160,COMPLETED,0.000507199,0.001482396,281.762145,2026-01-02 16:17:23,2026-01-02 16:15:09,Doyle-2500-010 - Machine 1
600161,INCOMPLETE_NO_FINISH_TIME,,0,,,,Doyle-2500-021 - Machine 4
600162,COMPLETED,,0.000338171,281.8023618,2026-01-02 16:14:25,,Doyle-2500-010 - Machine 1
600163,COMPLETED,0.000601308,0.001069317,281.6964156,2026-01-02 16:01:44,2026-01-02 16:00:04,Doyle-2500-010 - Machine 1
600164,COMPLETED,0.001447083,0.000878727,281.7469714,2026-01-02 15:59:12,2026-01-02 15:55:58,Doyle-2500-010 - Machine 1
600165,COMPLETED,,0.000265671,281.6424442,2026-01-02 16:09:54,,Doyle-2500-010 - Machine 1
600166,COMPLETED,,0.001002975,281.8135966,2026-01-02 15:53:53,,Doyle-2500-010 - Machine 1
800004,COMPLETED,,0.000161146,280.1656393,2026-01-03 07:54:17,,Doyle-2500-011 - Machine 2
400031,COMPLETED,,0.002823299,278.2125951,2025-12-31 15:54:07,,Doyle-2500-007 - Machine 8
400032,COMPLETED,,0.00174162,276.4432533,2025-12-31 15:19:36,,Doyle-2500-007 - Machine 8
400033,COMPLETED,,0.002509155,276.3185862,2026-01-02 11:03:21,,Doyle-2500-021 - Machine 4
400034,INCOMPLETE_NO_FINISH_TIME,,0.001266725,,,,Doyle-2500-021 - Machine 4
400035,INCOMPLETE_NO_FINISH_TIME,,0.001766655,,,,Doyle-2500-010 - Machine 1
400036,INCOMPLETE_NO_FINISH_TIME,,0.001739306,,,,Doyle-2500-010 - Machine 1
400037,COMPLETED,,0.010914317,276.761127,2025-12-31 15:36:16,,Doyle-2500-007 - Machine 8
400038,COMPLETED,,0.000104063,278.4435729,2026-01-02 07:54:49,,Doyle-2500-007 - Machine 8
400039,INCOMPLETE_NO_FINISH_TIME,0.002127998,0.00746588,,,2026-01-02 08:54:05,Doyle-2500-010 - Machine 1
400040,INCOMPLETE_NO_FINISH_TIME,,0.002666736,,,,Doyle-2500-007 - Machine 8
400041,INCOMPLETE_NO_FINISH_TIME,,0.009596424,,,,Doyle-2500-021 - Machine 4
400042,COMPLETED,,0.001410394,278.2053711,2026-01-02 08:37:31,,Doyle-2500-007 - Machine 8
400172,COMPLETED,,0.003830104,278.6088958,2025-12-31 13:28:46,,Doyle-2500-007 - Machine 8
400173,COMPLETED,,0.002315544,280.085221,2025-12-31 14:41:42,,Doyle-2500-007 - Machine 8
400174,COMPLETED,,0.002498484,278.8561032,2025-12-31 14:25:03,,Doyle-2500-007 - Machine 8
400175,COMPLETED,,0.001679039,279.0129155,2025-12-31 13:42:50,,Doyle-2500-007 - Machine 8
500013,COMPLETED,,0.000251956,277.5237747,2026-01-02 11:23:01,,Doyle-2500-011 - Machine 2
500014,COMPLETED,,0.000267118,277.5242957,2026-01-02 11:20:36,,Doyle-2500-011 - Machine 2
500015,COMPLETED,,0.000600231,277.5363037,2026-01-02 11:43:06,,Doyle-2500-011 - Machine 2
500016,COMPLETED,,0.000364282,277.5223919,2026-01-02 11:14:05,,Doyle-2500-011 - Machine 2
500017,COMPLETED,,0.000296551,277.5202112,2026-01-02 11:10:35,,Doyle-2500-011 - Machine 2
500018,COMPLETED,,0.000354537,277.5220159,2026-01-02 11:07:45,,Doyle-2500-011 - Machine 2
500019,COMPLETED,,0.000545868,277.5276925,2026-01-02 11:05:25,,Doyle-2500-011 - Machine 2
500020,COMPLETED,,0.00069919,277.5396476,2026-01-02 11:00:11,,Doyle-2500-011 - Machine 2
600032,COMPLETED,0.001984583,0.001286065,278.9320492,2026-01-02 08:18:51,2026-01-02 08:16:53,Doyle-2500-007 - Machine 8
600033,COMPLETED,0.001947859,1.56713E-05,278.9443601,2026-01-02 08:22:30,2026-01-02 08:21:48,Doyle-2500-007 - Machine 8
600034,COMPLETED,,0.000396285,278.887451,2026-01-02 08:13:57,,Doyle-2500-007 - Machine 8
600035,COMPLETED,,0.004692153,278.9534529,2026-01-02 08:56:59,,Doyle-2500-007 - Machine 8
600036,COMPLETED,,0.000634734,278.9893547,2026-01-02 08:49:57,,Doyle-2500-007 - Machine 8
600037,COMPLETED,,0.000266412,278.9140435,2026-01-02 08:09:27,,Doyle-2500-007 - Machine 8
600038,COMPLETED,,0.000410764,279.2246942,2026-01-02 07:47:06,,Doyle-2500-007 - Machine 8
600039,COMPLETED,,0.001075926,279.1726918,2026-01-02 07:40:35,,Doyle-2500-007 - Machine 8
600167,COMPLETED,0.001163183,0.001711331,279.6234238,2025-12-31 14:16:36,2025-12-31 14:13:48,Doyle-2500-007 - Machine 8
600168,COMPLETED,,0.003303171,279.9091861,2025-12-31 14:12:08,,Doyle-2500-007 - Machine 8
600169,COMPLETED,0.001065324,0.001394838,279.6201515,2025-12-31 14:06:38,2025-12-31 14:04:17,Doyle-2500-007 - Machine 8
600170,COMPLETED,,0.000346956,279.6328353,2025-12-31 14:02:31,,Doyle-2500-007 - Machine 8
400043,COMPLETED,,0.006950532,278.2572313,2026-01-02 10:42:25,,Doyle-2500-007 - Machine 8
400044,INCOMPLETE_NO_FINISH_TIME,,0.000254248,,,,Doyle-2500-010 - Machine 1
400045,COMPLETED,0.002170127,0.004681771,280.9262589,2026-01-02 07:48:21,2026-01-02 07:39:17,Doyle-2500-021 - Machine 4
400046,COMPLETED,0.001677674,0.001204178,276.3807424,2026-01-02 10:36:21,2026-01-02 10:33:26,Doyle-2500-021 - Machine 4
400047,INCOMPLETE_NO_FINISH_TIME,,0.001737685,,,,Doyle-2500-010 - Machine 1
400048,COMPLETED,,0.000159109,276.6561362,2026-01-02 08:35:24,,Doyle-2500-010 - Machine 1
400049,COMPLETED,,0.009181921,278.2659288,2026-01-02 10:56:18,,Doyle-2500-007 - Machine 8
400050,COMPLETED,,0.00095037,277.9774056,2026-01-02 11:23:06,,Doyle-2500-007 - Machine 8
400051,INCOMPLETE_NO_FINISH_TIME,,0.001645891,,,,Doyle-2500-007 - Machine 8
400052,COMPLETED,,0.004137141,277.1719627,2026-01-02 09:36:31,,Doyle-2500-021 - Machine 4
400053,INCOMPLETE_NO_FINISH_TIME,,0.000965405,,,,Doyle-2500-007 - Machine 8
400054,COMPLETED,,0.001521042,277.7593324,2026-01-02 08:29:45,,Doyle-2500-010 - Machine 1
400176,COMPLETED,,0.008878206,273.1639717,2025-12-31 10:48:43,,Doyle-2500-007 - Machine 8
400177,INCOMPLETE_NO_FINISH_TIME,,0.001090718,,,,Doyle-2500-007 - Machine 8
400178,COMPLETED,,0.002624236,277.6729936,2025-12-31 11:58:30,,Doyle-2500-007 - Machine 8
