5043,367001.348,2260505.690,898.679,
5044,367027.843,2260505.722,897.833,
5045,367054.497,2260505.620,896.599,
5046,367104.161,2260505.524,894.236,
5047,367130.829,2260505.627,892.630,
5048,367157.322,2260505.571,891.297,
5049,367183.969,2260505.561,890.141,
5050,367210.422,2260505.646,888.678,
5051,366974.839,2260505.685,899.648,
5052,367236.959,2260505.621,887.669,
5053,367183.923,2260525.222,891.019,
5054,367130.821,2260525.264,893.148,
5062,366841.984,2260525.273,905.445,
5063,367157.312,2260525.251,891.932,
5064,366868.504,2260525.277,904.118,
5065,366921.549,2260525.298,901.971,
5066,366948.118,2260525.255,901.252,
5067,366974.741,2260525.135,900.399,
5068,367001.328,2260525.222,899.695,
5069,367027.861,2260525.256,898.590,
5071,367054.459,2260525.164,897.382,
5072,367104.245,2260525.269,894.666,
5073,366895.030,2260525.304,902.852,
5074,367263.495,2260505.718,884.892,
5075,367290.015,2260505.625,883.001,
5076,367316.592,2260505.555,881.352,
5484,366842.015,2260993.240,919.283,
5485,366868.560,2260993.263,918.912,
5486,366895.182,2260993.265,918.442,
5487,366921.716,2260993.210,917.530,
5488,366948.357,2260993.249,916.447,
5489,366974.814,2260993.268,914.937,
5491,367001.428,2260993.246,913.711,
5492,367054.485,2260993.246,910.878,
5493,367104.352,2260993.260,908.415,
5494,367130.751,2260993.311,907.139,
5495,367157.399,2260993.234,906.259,
5496,367184.010,2260993.275,905.571,
5497,367210.617,2260993.261,904.591,
5498,367237.177,2260993.223,903.808,
5499,367263.801,2260993.230,903.283,
5500,367027.982,2260993.240,912.208,
8458,366895.135,2261032.183,919.715,
8459,366921.662,2261032.130,919.084,
8460,366948.286,2261032.113,918.188,
8461,366974.836,2261032.134,916.891,
8462,367001.357,2261032.135,915.637,
8463,367027.884,2261032.136,914.015,
8464,367054.470,2261032.140,912.519,
8465,367104.159,2261032.113,910.011,
8466,367130.842,2261032.148,908.765,
8467,367157.332,2261032.127,907.817,
8468,367183.975,2261032.187,907.201,
8469,367210.488,2261032.130,906.296,
8470,367237.170,2261032.129,905.483,
8471,366868.495,2261032.265,920.106,
8632,367263.684,2261032.189,905.027,
9781,367054.480,2260915.236,907.836,
9782,367027.937,2260915.222,909.288,
9783,367001.400,2260915.224,910.897,
9784,366974.726,2260915.179,912.216,
9785,366948.245,2260915.161,913.605,
9786,366921.705,2260915.236,914.709,
9787,366895.121,2260915.234,915.823,
9788,366868.599,2260915.284,917.035,
9809,366868.591,2260934.775,917.409,
9810,366895.172,2260934.740,916.365,
9819,367152.962,2260954.285,904.660,
9820,367126.509,2260954.273,905.691,
9821,367104.419,2260954.210,906.798,
9822,367054.524,2260954.311,909.124,
9823,367027.914,2260954.256,910.487,
9825,367001.479,2260954.250,912.033,
9826,366948.294,2260954.220,914.828,
9827,366921.746,2260954.283,916.089,
9828,366895.167,2260954.271,916.977,
9829,366868.563,2260954.244,917.840,
9830,367153.069,2260934.748,903.892,
9831,367126.564,2260934.795,904.973,
9832,367104.262,2260934.731,906.008,
9833,367054.413,2260934.741,908.418,
9834,367027.955,2260934.771,909.827,
9835,367001.443,2260934.731,911.415,
9836,366974.873,2260934.763,912.780,
9837,366948.260,2260934.779,914.167,
9838,366921.624,2260934.692,915.322,
9839,366974.905,2260954.253,913.332,
19580,366868.453,2261129.731,921.930,
19581,366895.242,2261129.746,922.099,
19582,366921.464,2261129.701,922.243,
19583,366948.236,2261129.704,921.792,
19584,366974.880,2261129.782,921.158,
19585,367001.438,2261129.619,920.148,
19586,367027.966,2261129.620,918.929,
19587,367054.574,2261129.634,917.562,
19588,367104.300,2261129.635,915.433,
19589,367130.912,2261129.669,914.334,
19590,367157.364,2261129.656,913.491,
19591,367184.079,2261129.736,912.849,
19592,367211.028,2261129.640,914.926,
19593,367237.170,2261129.614,911.156,
19594,367263.820,2261129.702,910.590,
19596,366868.511,2261110.235,921.832,
19597,366895.362,2261110.148,921.957,
19598,366921.649,2261110.158,921.809,
19599,366948.377,2261110.236,921.284,
19600,366974.868,2261110.234,920.430,
19601,367001.406,2261110.154,919.394,
19619,367027.916,2261110.164,918.116,
19635,367054.493,2261110.142,916.579,
19636,367104.265,2261110.168,914.247,
19637,367130.896,2261110.187,913.112,
19638,367157.521,2261071.175,909.756,
19639,367184.022,2261071.221,909.160,
19640,367210.668,2261071.194,908.263,
19641,367237.233,2261071.187,907.428,
19642,367263.713,2261071.162,906.936,
