UPN,N_Y,E_X,Elv_Z,Source,Data_Scanned 
31030,365945.7924,2256524.521,885.65355,BS_INV-28_B_S01,1/28/2026
31031,365919.16,2256524.495,885.466291,BS_INV-28_B_S01,1/28/2026
45633,365892.5211,2256524.56,885.469827,BS_INV-28_B_S01,1/28/2026
4486,366367.7941,2256778.012,884.747648,BS_INV-28_B_S01,1/28/2026
4485,366341.2251,2256778.008,885.066448,BS_INV-28_B_S01,1/28/2026
4484,366314.5679,2256778.005,885.152262,BS_INV-28_B_S01,1/28/2026
4483,366288.0436,2256778.061,885.436803,BS_INV-28_B_S01,1/28/2026
4482,366261.3888,2256777.983,885.614,BS_INV-28_B_S01,1/28/2026
4481,366234.8254,2256778.031,885.906325,BS_INV-28_B_S01,1/28/2026
4480,366208.2463,2256778.02,886.1229,BS_INV-28_B_S01,1/28/2026
4479,366181.6568,2256778.024,886.128468,BS_INV-28_B_S01,1/28/2026
4478,366155.0937,2256778.004,886.250336,BS_INV-28_B_S01,1/28/2026
6012,366130.1368,2256777.997,886.26314,BS_INV-28_B_S01,1/28/2026
4477,366105.193,2256778.074,886.477192,BS_INV-28_B_S01,1/28/2026
4476,366082.9827,2256777.985,886.383588,BS_INV-28_B_S01,1/28/2026
4475,366056.4105,2256778.073,886.527351,BS_INV-28_B_S01,1/28/2026
4474,366034.225,2256777.989,886.536014,BS_INV-28_B_S01,1/28/2026
4473,366011.9284,2256778.068,886.56327,BS_INV-28_B_S01,1/28/2026
4455,366367.804,2256758.471,884.719362,BS_INV-28_B_S01,1/28/2026
4454,366341.1981,2256758.471,884.974084,BS_INV-28_B_S01,1/28/2026
4453,366314.6223,2256758.474,885.022744,BS_INV-28_B_S01,1/28/2026
4452,366288.0157,2256758.504,885.188427,BS_INV-28_B_S01,1/28/2026
4451,366261.441,2256758.481,885.434863,BS_INV-28_B_S01,1/28/2026
4450,366234.8235,2256758.489,885.652174,BS_INV-28_B_S01,1/28/2026
4449,366208.2355,2256758.518,885.9156,BS_INV-28_B_S01,1/28/2026
4448,366181.6425,2256758.479,886.083332,BS_INV-28_B_S01,1/28/2026
4456,366155.0414,2256758.504,886.139557,BS_INV-28_B_S01,1/28/2026
6013,366130.1467,2256758.497,886.207192,BS_INV-28_B_S01,1/28/2026
4467,366105.2826,2256758.499,886.352672,BS_INV-28_B_S01,1/28/2026
4468,366083.0656,2256758.532,886.507495,BS_INV-28_B_S01,1/28/2026
4469,366056.3508,2256758.495,886.636968,BS_INV-28_B_S01,1/28/2026
4488,366034.1027,2256758.543,886.58321,BS_INV-28_B_S01,1/28/2026
4487,366011.8544,2256758.526,886.543862,BS_INV-28_B_S01,1/28/2026
41369,366367.7522,2256738.997,884.596489,BS_INV-28_B_S01,1/28/2026
41368,366341.1858,2256739.004,884.721706,BS_INV-28_B_S01,1/28/2026
25229,366314.6267,2256739.019,884.87604,BS_INV-28_B_S01,1/28/2026
25228,366288.0369,2256739.021,885.091974,BS_INV-28_B_S01,1/28/2026
25227,366261.4285,2256739.032,885.320825,BS_INV-28_B_S01,1/28/2026
25226,366234.8285,2256738.996,885.449274,BS_INV-28_B_S01,1/28/2026
25225,366208.245,2256739.04,885.72804,BS_INV-28_B_S01,1/28/2026
25224,366181.6358,2256739.038,886.037584,BS_INV-28_B_S01,1/28/2026
40479,365842.5537,2256739.004,887.209,BS_INV-28_B_S01,1/28/2026
40478,365816.0264,2256739.018,886.7877,BS_INV-28_B_S01,1/28/2026
4871,365945.6636,2256680.484,886.63422,BS_INV-28_B_S01,1/28/2026
16717,365789.4684,2256739.041,886.641736,BS_INV-28_B_S01,1/28/2026
16716,365762.885,2256739.091,886.6087,BS_INV-28_B_S01,1/28/2026
4862,365919.0723,2256680.502,886.770672,BS_INV-28_B_S01,1/28/2026
16715,365736.251,2256739.013,886.450782,BS_INV-28_B_S01,1/28/2026
4860,365892.4576,2256680.46,886.823638,BS_INV-28_B_S01,1/28/2026
16714,365709.6865,2256739.044,886.191714,BS_INV-28_B_S01,1/28/2026
41365,366367.7869,2256661.079,882.34794,BS_INV-28_B_S01,1/28/2026
16713,365683.1121,2256739.033,886.1186,BS_INV-28_B_S01,1/28/2026
41364,366341.2219,2256661.072,882.538547,BS_INV-28_B_S01,1/28/2026
16726,365656.4745,2256739.037,885.8613,BS_INV-28_B_S01,1/28/2026
25219,366314.6145,2256661.012,882.658112,BS_INV-28_B_S01,1/28/2026
16743,365629.9476,2256738.966,885.554,BS_INV-28_B_S01,1/28/2026
25232,366288.0673,2256661.015,882.978005,BS_INV-28_B_S01,1/28/2026
46794,365605.0112,2256739.043,885.239915,BS_INV-28_B_S01,1/28/2026
25218,366261.4654,2256661.045,883.129248,BS_INV-28_B_S01,1/28/2026
16758,365580.0641,2256739,885.022725,BS_INV-28_B_S01,1/28/2026
25216,366234.9041,2256661.033,883.413162,BS_INV-28_B_S01,1/28/2026
16744,365557.902,2256739.066,884.82039,BS_INV-28_B_S01,1/28/2026
25215,366208.3015,2256661.013,883.833998,BS_INV-28_B_S01,1/28/2026
16772,365531.2618,2256739.019,884.502625,BS_INV-28_B_S01,1/28/2026
25214,366181.6973,2256661.08,884.370456,BS_INV-28_B_S01,1/28/2026
16771,365508.94,2256739.039,884.250194,BS_INV-28_B_S01,1/28/2026
25213,366155.1414,2256660.968,884.615262,BS_INV-28_B_S01,1/28/2026
44340,365486.7019,2256738.996,884.0048,BS_INV-28_B_S01,1/28/2026
47417,366130.1732,2256660.991,884.86115,BS_INV-28_B_S01,1/28/2026
40458,365842.6841,2256719.373,887.201737,BS_INV-28_B_S01,1/28/2026
25212,366105.2508,2256661.045,885.215775,BS_INV-28_B_S01,1/28/2026
40457,365816.0479,2256719.488,887.217866,BS_INV-28_B_S01,1/28/2026
25211,366078.6941,2256661.05,885.530087,BS_INV-28_B_S01,1/28/2026
16770,365789.6434,2256719.447,886.827367,BS_INV-28_B_S01,1/28/2026
16769,365762.8027,2256719.445,886.615875,BS_INV-28_B_S01,1/28/2026
25210,366052.1073,2256661.021,885.618166,BS_INV-28_B_S01,1/28/2026
16768,365736.2626,2256719.453,886.62326,BS_INV-28_B_S01,1/28/2026
25209,366025.5275,2256661.035,886.146107,BS_INV-28_B_S01,1/28/2026
16767,365709.6311,2256719.51,886.4097,BS_INV-28_B_S01,1/28/2026
25208,365998.9419,2256661.025,886.236603,BS_INV-28_B_S01,1/28/2026
16766,365683.1278,2256719.475,886.476256,BS_INV-28_B_S01,1/28/2026
25207,365972.3226,2256661.081,886.391418,BS_INV-28_B_S01,1/28/2026
16765,365656.496,2256719.471,886.09149,BS_INV-28_B_S01,1/28/2026
25206,365945.737,2256661.068,886.662974,BS_INV-28_B_S01,1/28/2026
16764,365629.9186,2256719.451,885.94594,BS_INV-28_B_S01,1/28/2026
41363,365919.1809,2256661.056,886.666296,BS_INV-28_B_S01,1/28/2026
46795,365604.9584,2256719.574,885.738004,BS_INV-28_B_S01,1/28/2026
41362,365892.5182,2256660.994,886.748265,BS_INV-28_B_S01,1/28/2026
42487,366367.8198,2256641.527,882.137254,BS_INV-28_B_S01,1/28/2026
16763,365580.1111,2256719.411,885.314444,BS_INV-28_B_S01,1/28/2026
42486,366341.1489,2256641.507,882.1488,BS_INV-28_B_S01,1/28/2026
16762,365557.844,2256719.411,885.096748,BS_INV-28_B_S01,1/28/2026
34295,366314.6378,2256641.551,882.298068,BS_INV-28_B_S01,1/28/2026
16761,365531.2349,2256719.449,885.035708,BS_INV-28_B_S01,1/28/2026
34294,366288.0518,2256641.525,882.364572,BS_INV-28_B_S01,1/28/2026
16760,365508.9734,2256719.4,884.753753,BS_INV-28_B_S01,1/28/2026
34293,366261.3989,2256641.55,882.788108,BS_INV-28_B_S01,1/28/2026
44341,365486.7218,2256719.465,884.414986,BS_INV-28_B_S01,1/28/2026
34292,366234.7999,2256641.546,883.091856,BS_INV-28_B_S01,1/28/2026
39948,365842.6548,2256699.928,887.171952,BS_INV-28_B_S01,1/28/2026
34291,366208.2608,2256641.521,883.526079,BS_INV-28_B_S01,1/28/2026
39947,365816.0342,2256699.971,886.796548,BS_INV-28_B_S01,1/28/2026
34290,366181.6238,2256641.557,883.9179,BS_INV-28_B_S01,1/28/2026
15032,365789.4946,2256699.99,886.490984,BS_INV-28_B_S01,1/28/2026
34289,366155.042,2256641.539,884.43996,BS_INV-28_B_S01,1/28/2026
15031,365762.8176,2256699.96,886.567948,BS_INV-28_B_S01,1/28/2026
48083,366130.2087,2256641.479,884.668124,BS_INV-28_B_S01,1/28/2026
15030,365736.2471,2256699.947,886.219317,BS_INV-28_B_S01,1/28/2026
34288,366105.2359,2256641.555,885.038956,BS_INV-28_B_S01,1/28/2026
34287,366078.6624,2256641.538,885.282013,BS_INV-28_B_S01,1/28/2026
15029,365709.6484,2256699.989,886.215064,BS_INV-28_B_S01,1/28/2026
34286,366052.0238,2256641.569,885.47567,BS_INV-28_B_S01,1/28/2026
15028,365683.132,2256699.965,885.973808,BS_INV-28_B_S01,1/28/2026
34285,366025.4712,2256641.532,885.776974,BS_INV-28_B_S01,1/28/2026
15027,365656.4663,2256700.022,886.0596,BS_INV-28_B_S01,1/28/2026
34284,365998.8705,2256641.6,885.995069,BS_INV-28_B_S01,1/28/2026
15026,365629.8803,2256699.955,885.861564,BS_INV-28_B_S01,1/28/2026
34297,365972.3653,2256641.554,886.2428,BS_INV-28_B_S01,1/28/2026
46681,365604.9968,2256700.048,885.63432,BS_INV-28_B_S01,1/28/2026
34283,365945.7041,2256641.551,886.63399,BS_INV-28_B_S01,1/28/2026
15087,365580.0457,2256699.961,885.364085,BS_INV-28_B_S01,1/28/2026
34281,365919.1778,2256641.543,886.425792,BS_INV-28_B_S01,1/28/2026
15119,365557.8131,2256699.946,885.2185,BS_INV-28_B_S01,1/28/2026
45568,365892.568,2256641.521,886.580255,BS_INV-28_B_S01,1/28/2026
15120,365531.2196,2256699.928,884.863767,BS_INV-28_B_S01,1/28/2026
1245,365464.9574,2256407.52,885.141071,BS_INV-28_B_S01,1/28/2026
15121,365508.944,2256699.975,884.618351,BS_INV-28_B_S01,1/28/2026
1244,365438.3915,2256407.548,885.492,BS_INV-28_B_S01,1/28/2026
44424,365486.7358,2256700.034,884.37065,BS_INV-28_B_S01,1/28/2026
1243,365411.7855,2256407.514,885.729256,BS_INV-28_B_S01,1/28/2026
39946,365842.6041,2256680.464,886.9098,BS_INV-28_B_S01,1/28/2026
1242,365385.1861,2256407.546,885.759132,BS_INV-28_B_S01,1/28/2026
39945,365816.0682,2256680.473,886.486678,BS_INV-28_B_S01,1/28/2026
1241,365358.5987,2256407.516,885.62632,BS_INV-28_B_S01,1/28/2026
15213,365789.4384,2256680.471,886.294933,BS_INV-28_B_S01,1/28/2026
1240,365331.9171,2256407.467,885.851486,BS_INV-28_B_S01,1/28/2026
15212,365762.767,2256680.473,886.22678,BS_INV-28_B_S01,1/28/2026
1239,365305.4054,2256407.533,885.49472,BS_INV-28_B_S01,1/28/2026
15211,365736.2515,2256680.49,885.975068,BS_INV-28_B_S01,1/28/2026
1238,365278.8532,2256407.525,885.588316,BS_INV-28_B_S01,1/28/2026
15210,365709.6124,2256680.466,885.982606,BS_INV-28_B_S01,1/28/2026
1237,365252.2066,2256407.523,885.2898,BS_INV-28_B_S01,1/28/2026
15209,365683.064,2256680.441,885.727862,BS_INV-28_B_S01,1/28/2026
5791,365227.2562,2256407.523,885.100781,BS_INV-28_B_S01,1/28/2026
15208,365656.4869,2256680.427,885.713778,BS_INV-28_B_S01,1/28/2026
1236,365202.4021,2256407.51,885.009699,BS_INV-28_B_S01,1/28/2026
15207,365629.911,2256680.439,885.727992,BS_INV-28_B_S01,1/28/2026
1213,365175.6971,2256407.551,884.777869,BS_INV-28_B_S01,1/28/2026
46682,365604.9729,2256680.541,885.587044,BS_INV-28_B_S01,1/28/2026
1255,365149.1941,2256407.537,884.51299,BS_INV-28_B_S01,1/28/2026
15206,365580.1141,2256680.465,885.321778,BS_INV-28_B_S01,1/28/2026
1212,365122.5676,2256407.526,884.304486,BS_INV-28_B_S01,1/28/2026
15205,365557.8565,2256680.445,885.174504,BS_INV-28_B_S01,1/28/2026
15204,365531.2405,2256680.43,884.91521,BS_INV-28_B_S01,1/28/2026
1210,365096.0274,2256407.499,884.12147,BS_INV-28_B_S01,1/28/2026
15203,365508.9669,2256680.432,884.4845,BS_INV-28_B_S01,1/28/2026
1186,365069.411,2256407.505,884.16132,BS_INV-28_B_S01,1/28/2026
44425,365486.7471,2256680.44,884.419468,BS_INV-28_B_S01,1/28/2026
39944,365842.7508,2256661.114,886.499465,BS_INV-28_B_S01,1/28/2026
1185,365042.8327,2256407.484,884.12878,BS_INV-28_B_S01,1/28/2026
39943,365816.1292,2256661.052,886.520884,BS_INV-28_B_S01,1/28/2026
1184,365016.256,2256407.487,883.863396,BS_INV-28_B_S01,1/28/2026
15202,365789.534,2256661.042,886.239654,BS_INV-28_B_S01,1/28/2026
1183,364989.723,2256407.483,883.91478,BS_INV-28_B_S01,1/28/2026
15201,365762.95,2256661.086,886.160329,BS_INV-28_B_S01,1/28/2026
15214,365736.3482,2256661.129,886.012342,BS_INV-28_B_S01,1/28/2026
1150,366248.5042,2256407.469,882.550023,BS_INV-28_B_S01,1/28/2026
15200,365709.7237,2256661.068,885.885975,BS_INV-28_B_S01,1/28/2026
1151,366226.215,2256407.445,882.682593,BS_INV-28_B_S01,1/28/2026
15198,365683.206,2256661.04,885.9177,BS_INV-28_B_S01,1/28/2026
1152,366204.0262,2256407.46,882.700256,BS_INV-28_B_S01,1/28/2026
15197,365656.5795,2256661.067,885.935065,BS_INV-28_B_S01,1/28/2026
1153,366177.385,2256407.462,882.734177,BS_INV-28_B_S01,1/28/2026
15196,365630.0069,2256661.085,885.623,BS_INV-28_B_S01,1/28/2026
1154,366155.1485,2256407.479,882.697307,BS_INV-28_B_S01,1/28/2026
46683,365605.0223,2256661.031,885.56868,BS_INV-28_B_S01,1/28/2026
5819,366130.223,2256407.471,882.7924,BS_INV-28_B_S01,1/28/2026
15195,365580.1743,2256661.007,885.582796,BS_INV-28_B_S01,1/28/2026
1155,366105.3177,2256407.41,882.983906,BS_INV-28_B_S01,1/28/2026
15194,365557.8948,2256661.059,885.427166,BS_INV-28_B_S01,1/28/2026
1156,366078.7675,2256407.483,883.131,BS_INV-28_B_S01,1/28/2026
15193,365531.3287,2256661.045,885.098962,BS_INV-28_B_S01,1/28/2026
1157,366052.1422,2256407.491,883.314761,BS_INV-28_B_S01,1/28/2026
15192,365509.1543,2256661.07,884.94454,BS_INV-28_B_S01,1/28/2026
1158,366025.5284,2256407.51,883.52459,BS_INV-28_B_S01,1/28/2026
44426,365486.7638,2256661.083,884.5452,BS_INV-28_B_S01,1/28/2026
1159,365998.9672,2256407.497,883.528479,BS_INV-28_B_S01,1/28/2026
44657,365842.6635,2256641.548,886.435252,BS_INV-28_B_S01,1/28/2026
1160,365972.42,2256407.482,883.56618,BS_INV-28_B_S01,1/28/2026
22072,365816.0836,2256641.559,886.388105,BS_INV-28_B_S01,1/28/2026
1161,365945.776,2256407.462,883.522506,BS_INV-28_B_S01,1/28/2026
22071,365789.4615,2256641.574,886.521765,BS_INV-28_B_S01,1/28/2026
22084,365762.9243,2256641.574,886.209596,BS_INV-28_B_S01,1/28/2026
1162,365919.235,2256407.469,883.397636,BS_INV-28_B_S01,1/28/2026
22070,365736.2825,2256641.549,886.241706,BS_INV-28_B_S01,1/28/2026
1163,365892.6112,2256407.501,883.445908,BS_INV-28_B_S01,1/28/2026
22068,365709.6964,2256641.549,886.093398,BS_INV-28_B_S01,1/28/2026
2517,365464.8504,2256719.453,884.084668,BS_INV-28_B_S01,1/28/2026
22067,365683.1377,2256641.521,885.906196,BS_INV-28_B_S01,1/28/2026
2525,365438.2948,2256719.467,883.710799,BS_INV-28_B_S01,1/28/2026
22066,365656.5356,2256641.567,885.716956,BS_INV-28_B_S01,1/28/2026
2536,365411.5858,2256719.484,883.493643,BS_INV-28_B_S01,1/28/2026
22065,365629.9038,2256641.545,885.81978,BS_INV-28_B_S01,1/28/2026
2537,365385.1274,2256719.493,883.368204,BS_INV-28_B_S01,1/28/2026
2538,365358.5219,2256719.446,883.197556,BS_INV-28_B_S01,1/28/2026
47202,365604.9116,2256641.555,885.627208,BS_INV-28_B_S01,1/28/2026
2557,365331.9136,2256719.468,883.208482,BS_INV-28_B_S01,1/28/2026
22064,365580.1926,2256641.514,885.6402,BS_INV-28_B_S01,1/28/2026
2556,365305.3794,2256719.427,883.125912,BS_INV-28_B_S01,1/28/2026
22063,365557.8774,2256641.527,885.405664,BS_INV-28_B_S01,1/28/2026
2555,365278.6996,2256719.491,883.52238,BS_INV-28_B_S01,1/28/2026
22062,365531.2569,2256641.548,885.401153,BS_INV-28_B_S01,1/28/2026
2554,365252.0922,2256719.456,883.698974,BS_INV-28_B_S01,1/28/2026
22061,365509.0328,2256641.533,884.926221,BS_INV-28_B_S01,1/28/2026
5903,365227.1725,2256719.499,883.434589,BS_INV-28_B_S01,1/28/2026
44658,365486.8317,2256641.48,884.795384,BS_INV-28_B_S01,1/28/2026
2553,365202.3511,2256719.464,883.561443,BS_INV-28_B_S01,1/28/2026
44659,365842.6434,2256622.101,886.632813,BS_INV-28_B_S01,1/28/2026
2552,365180.0819,2256719.456,882.92009,BS_INV-28_B_S01,1/28/2026
22060,365816.0723,2256622.067,886.656446,BS_INV-28_B_S01,1/28/2026
2551,365153.4635,2256719.525,882.371145,BS_INV-28_B_S01,1/28/2026
22059,365789.4772,2256622.088,886.556486,BS_INV-28_B_S01,1/28/2026
2550,365131.2145,2256719.481,882.0699,BS_INV-28_B_S01,1/28/2026
22058,365762.8376,2256622.261,886.3508,BS_INV-28_B_S01,1/28/2026
2549,365108.9729,2256719.531,882.02323,BS_INV-28_B_S01,1/28/2026
22057,365736.3063,2256622.12,886.191028,BS_INV-28_B_S01,1/28/2026
2531,365464.904,2256739.047,883.67526,BS_INV-28_B_S01,1/28/2026
22056,365709.7266,2256622.099,886.097318,BS_INV-28_B_S01,1/28/2026
2530,365438.3134,2256739.02,883.2886,BS_INV-28_B_S01,1/28/2026
22069,365683.1188,2256622.065,885.92648,BS_INV-28_B_S01,1/28/2026
2529,365411.7638,2256738.99,883.048256,BS_INV-28_B_S01,1/28/2026
2528,365385.1197,2256739.064,882.9592,BS_INV-28_B_S01,1/28/2026
22086,365656.4922,2256622.096,885.873948,BS_INV-28_B_S01,1/28/2026
2527,365358.5749,2256739.045,882.833806,BS_INV-28_B_S01,1/28/2026
22101,365629.9073,2256622.078,885.960468,BS_INV-28_B_S01,1/28/2026
2535,365331.9807,2256738.975,882.825056,BS_INV-28_B_S01,1/28/2026
47203,365604.9046,2256622.111,885.89197,BS_INV-28_B_S01,1/28/2026
2526,365305.3065,2256738.999,882.8521,BS_INV-28_B_S01,1/28/2026
22087,365580.0366,2256622.062,885.781612,BS_INV-28_B_S01,1/28/2026
2524,365278.7448,2256739.037,883.0211,BS_INV-28_B_S01,1/28/2026
22115,365557.8849,2256622.064,885.64213,BS_INV-28_B_S01,1/28/2026
2523,365252.1512,2256738.998,883.180546,BS_INV-28_B_S01,1/28/2026
22114,365531.1558,2256622.074,885.36594,BS_INV-28_B_S01,1/28/2026
5904,365227.2349,2256739.009,883.1172,BS_INV-28_B_S01,1/28/2026
22113,365508.9478,2256622.032,885.07498,BS_INV-28_B_S01,1/28/2026
2522,365202.2856,2256739.043,882.770097,BS_INV-28_B_S01,1/28/2026
44660,365486.773,2256622.102,884.704386,BS_INV-28_B_S01,1/28/2026
2521,365180.0639,2256739.052,882.50896,BS_INV-28_B_S01,1/28/2026
44661,365842.6384,2256602.481,886.530279,BS_INV-28_B_S01,1/28/2026
22112,365816.0098,2256602.484,886.396347,BS_INV-28_B_S01,1/28/2026
22111,365789.5496,2256602.486,886.41294,BS_INV-28_B_S01,1/28/2026
22110,365762.8817,2256602.54,886.432946,BS_INV-28_B_S01,1/28/2026
22109,365736.3259,2256602.512,886.34722,BS_INV-28_B_S01,1/28/2026
2520,365153.4801,2256738.976,882.088816,BS_INV-28_B_S01,1/28/2026
22108,365709.7417,2256602.497,886.116024,BS_INV-28_B_S01,1/28/2026
2519,365131.21,2256739.015,882.036416,BS_INV-28_B_S01,1/28/2026
22107,365683.0963,2256602.521,885.915438,BS_INV-28_B_S01,1/28/2026
2518,365108.9471,2256739.011,882.0416,BS_INV-28_B_S01,1/28/2026
22106,365656.4789,2256602.516,885.73702,BS_INV-28_B_S01,1/28/2026
44249,365842.5814,2257031.589,888.118768,BS_INV-28_B_S01,1/28/2026
22105,365629.8803,2256602.506,885.833998,BS_INV-28_B_S01,1/28/2026
15108,365816.0469,2257031.596,887.74345,BS_INV-28_B_S01,1/28/2026
15107,365789.4724,2257031.591,887.438392,BS_INV-28_B_S01,1/28/2026
15106,365762.8653,2257031.568,887.005818,BS_INV-28_B_S01,1/28/2026
47204,365604.942,2256602.595,885.685932,BS_INV-28_B_S01,1/28/2026
15105,365736.2862,2257031.597,886.544732,BS_INV-28_B_S01,1/28/2026
15118,365709.6816,2257031.562,886.30936,BS_INV-28_B_S01,1/28/2026
22104,365580.1042,2256602.463,885.719675,BS_INV-28_B_S01,1/28/2026
15104,365683.1357,2257031.561,885.887293,BS_INV-28_B_S01,1/28/2026
22103,365557.8689,2256602.499,885.6936,BS_INV-28_B_S01,1/28/2026
22116,365531.309,2256602.484,885.135345,BS_INV-28_B_S01,1/28/2026
15102,365656.5214,2257031.615,885.38435,BS_INV-28_B_S01,1/28/2026
22102,365509.0524,2256602.506,884.932456,BS_INV-28_B_S01,1/28/2026
15101,365629.9193,2257031.575,885.0178,BS_INV-28_B_S01,1/28/2026
44662,365486.781,2256602.438,884.580826,BS_INV-28_B_S01,1/28/2026
46676,365605.0039,2257031.527,884.6136,BS_INV-28_B_S01,1/28/2026
44663,365842.6763,2256583.011,886.147619,BS_INV-28_B_S01,1/28/2026
15100,365580.1376,2257031.601,884.462408,BS_INV-28_B_S01,1/28/2026
22100,365816.1505,2256583.026,886.1748,BS_INV-28_B_S01,1/28/2026
15099,365553.5222,2257031.625,884.037911,BS_INV-28_B_S01,1/28/2026
22099,365789.4452,2256583.014,886.380708,BS_INV-28_B_S01,1/28/2026
15098,365526.9644,2257031.619,883.721956,BS_INV-28_B_S01,1/28/2026
22098,365762.8822,2256583.01,886.20989,BS_INV-28_B_S01,1/28/2026
15097,365500.3624,2257031.636,883.4723,BS_INV-28_B_S01,1/28/2026
22097,365736.2454,2256582.982,886.123204,BS_INV-28_B_S01,1/28/2026
15096,365473.7652,2257031.71,883.352735,BS_INV-28_B_S01,1/28/2026
22096,365709.7091,2256582.987,885.874215,BS_INV-28_B_S01,1/28/2026
15095,365447.1402,2257031.63,883.152629,BS_INV-28_B_S01,1/28/2026
22095,365683.0952,2256583.002,885.822945,BS_INV-28_B_S01,1/28/2026
15094,365420.5547,2257031.542,882.827759,BS_INV-28_B_S01,1/28/2026
22094,365656.4929,2256582.991,885.892788,BS_INV-28_B_S01,1/28/2026
22093,365629.9376,2256582.991,885.74894,BS_INV-28_B_S01,1/28/2026
39939,365393.9274,2257031.65,882.710387,BS_INV-28_B_S01,1/28/2026
47151,365604.9143,2256583.095,885.513474,BS_INV-28_B_S01,1/28/2026
39956,365367.4098,2257031.609,882.640943,BS_INV-28_B_S01,1/28/2026
22092,365580.1177,2256582.99,885.317978,BS_INV-28_B_S01,1/28/2026
44222,365842.6212,2257012.07,888.014516,BS_INV-28_B_S01,1/28/2026
22091,365557.8936,2256582.995,885.17784,BS_INV-28_B_S01,1/28/2026
14404,365816.0873,2257012.094,887.6581,BS_INV-28_B_S01,1/28/2026
22090,365531.2983,2256582.99,884.980891,BS_INV-28_B_S01,1/28/2026
14386,365789.4837,2257012.134,887.310488,BS_INV-28_B_S01,1/28/2026
22089,365508.9589,2256582.999,884.707585,BS_INV-28_B_S01,1/28/2026
14385,365762.9652,2257012.174,886.87641,BS_INV-28_B_S01,1/28/2026
44664,365486.7206,2256583.013,884.387269,BS_INV-28_B_S01,1/28/2026
14384,365736.3267,2257012.155,886.403539,BS_INV-28_B_S01,1/28/2026
44665,365842.5706,2256563.498,885.936742,BS_INV-28_B_S01,1/28/2026
14383,365709.5649,2257012.146,886.039602,BS_INV-28_B_S01,1/28/2026
22088,365815.9606,2256563.565,886.073496,BS_INV-28_B_S01,1/28/2026
14382,365683.0537,2257012.139,885.584252,BS_INV-28_B_S01,1/28/2026
22055,365789.3943,2256563.456,886.112788,BS_INV-28_B_S01,1/28/2026
22054,365762.7586,2256563.508,886.152506,BS_INV-28_B_S01,1/28/2026
14381,365656.4427,2257012.125,885.176392,BS_INV-28_B_S01,1/28/2026
22053,365736.1966,2256563.468,886.366944,BS_INV-28_B_S01,1/28/2026
22037,365709.6014,2256563.504,886.030279,BS_INV-28_B_S01,1/28/2026
14380,365629.8736,2257012.075,884.74385,BS_INV-28_B_S01,1/28/2026
22019,365683.028,2256563.489,885.93068,BS_INV-28_B_S01,1/28/2026
46632,365605.0196,2257011.999,884.372718,BS_INV-28_B_S01,1/28/2026
22018,365656.4238,2256563.461,885.982224,BS_INV-28_B_S01,1/28/2026
14379,365580.0615,2257012.135,884.101489,BS_INV-28_B_S01,1/28/2026
14378,365553.4629,2257012.157,883.901642,BS_INV-28_B_S01,1/28/2026
14377,365526.8382,2257012.105,883.597078,BS_INV-28_B_S01,1/28/2026
22017,365629.8318,2256563.443,885.977101,BS_INV-28_B_S01,1/28/2026
14376,365500.3263,2257012.069,883.374878,BS_INV-28_B_S01,1/28/2026
47216,365604.9133,2256563.619,885.6752,BS_INV-28_B_S01,1/28/2026
14375,365473.6575,2257012.057,883.19681,BS_INV-28_B_S01,1/28/2026
22016,365579.9937,2256563.499,885.423565,BS_INV-28_B_S01,1/28/2026
14374,365447.077,2257012.146,883.101384,BS_INV-28_B_S01,1/28/2026
22015,365557.7822,2256563.514,885.18498,BS_INV-28_B_S01,1/28/2026
14373,365420.4632,2257012.132,882.877424,BS_INV-28_B_S01,1/28/2026
22014,365531.1744,2256563.471,884.852936,BS_INV-28_B_S01,1/28/2026
39934,365393.943,2257012.073,882.675143,BS_INV-28_B_S01,1/28/2026
22013,365508.9772,2256563.474,884.665731,BS_INV-28_B_S01,1/28/2026
39933,365367.3554,2257012.095,882.282215,BS_INV-28_B_S01,1/28/2026
44223,365842.7208,2256992.537,888.072886,BS_INV-28_B_S01,1/28/2026
44666,365486.6533,2256563.539,884.598494,BS_INV-28_B_S01,1/28/2026
14372,365816.0896,2256992.579,887.68177,BS_INV-28_B_S01,1/28/2026
44667,365842.6701,2256544.005,885.805834,BS_INV-28_B_S01,1/28/2026
14371,365789.4454,2256992.533,887.172355,BS_INV-28_B_S01,1/28/2026
22012,365816.0116,2256544.002,885.697903,BS_INV-28_B_S01,1/28/2026
14370,365762.9773,2256992.553,886.831048,BS_INV-28_B_S01,1/28/2026
22011,365789.3936,2256543.979,885.8633,BS_INV-28_B_S01,1/28/2026
14369,365736.3586,2256992.533,886.364516,BS_INV-28_B_S01,1/28/2026
22010,365762.8795,2256543.985,885.9774,BS_INV-28_B_S01,1/28/2026
14368,365709.741,2256992.566,885.963074,BS_INV-28_B_S01,1/28/2026
22009,365736.2839,2256543.977,885.828021,BS_INV-28_B_S01,1/28/2026
14367,365683.1836,2256992.566,885.4781,BS_INV-28_B_S01,1/28/2026
22008,365709.6968,2256544.032,885.940857,BS_INV-28_B_S01,1/28/2026
14366,365656.511,2256992.592,885.042628,BS_INV-28_B_S01,1/28/2026
22007,365683.0536,2256544.019,886.154913,BS_INV-28_B_S01,1/28/2026
14365,365629.9171,2256992.501,884.71005,BS_INV-28_B_S01,1/28/2026
