UPN,N_Y,E_X,Elv_Z,Source
26382,366948.171,2262202.265,896.618,BS_INV-15_B_S01
26383,366974.802,2262202.302,897.625,BS_INV-15_B_S01
26384,367001.238,2262202.309,899.016,BS_INV-15_B_S01
26385,367027.925,2262202.342,899.792,BS_INV-15_B_S01
26386,367054.483,2262202.205,900.674,BS_INV-15_B_S01
26387,367104.249,2262202.199,902.956,BS_INV-15_B_S01
26388,367130.854,2262202.25,903.342,BS_INV-15_B_S01
26389,367157.503,2262202.218,903.532,BS_INV-15_B_S01
26390,367183.913,2262202.192,904.583,BS_INV-15_B_S01
26391,367210.584,2262202.217,906.189,BS_INV-15_B_S01
26392,367237.2,2262202.187,906.254,BS_INV-15_B_S01
26393,367263.806,2262202.21,906.739,BS_INV-15_B_S01
26395,366921.601,2262202.241,895.857,BS_INV-15_B_S01
26411,367184.076,2262260.772,902.356,BS_INV-15_B_S01
26412,366895.112,2262202.235,896.405,BS_INV-15_B_S01
26413,367237.104,2262221.704,906.289,BS_INV-15_B_S01
26414,367237.096,2262260.706,904.803,BS_INV-15_B_S01
26415,367263.626,2262260.803,905.602,BS_INV-15_B_S01
26416,366895.042,2262241.24,892.262,BS_INV-15_B_S01
26417,366921.591,2262241.24,893.293,BS_INV-15_B_S01
26418,366948.221,2262241.27,893.837,BS_INV-15_B_S01
26419,366974.723,2262241.251,895.048,BS_INV-15_B_S01
26420,367001.299,2262241.191,896.599,BS_INV-15_B_S01
26421,367027.865,2262241.221,897.044,BS_INV-15_B_S01
26422,367054.445,2262241.223,897.936,BS_INV-15_B_S01
26427,367263.638,2262221.638,906.523,BS_INV-15_B_S01
26430,366895.021,2262221.76,893.791,BS_INV-15_B_S01
26431,366921.544,2262221.746,894.581,BS_INV-15_B_S01
26432,366948.173,2262221.678,895.216,BS_INV-15_B_S01
26433,366974.801,2262221.801,896.404,BS_INV-15_B_S01
26434,367001.324,2262221.702,897.275,BS_INV-15_B_S01
26435,367027.919,2262221.7,898.128,BS_INV-15_B_S01
26436,367054.559,2262221.699,899.424,BS_INV-15_B_S01
26437,367104.228,2262221.703,901.114,BS_INV-15_B_S01
26438,367130.829,2262221.748,902.263,BS_INV-15_B_S01
26439,367157.542,2262221.687,903.308,BS_INV-15_B_S01
26440,367183.963,2262221.702,904.503,BS_INV-15_B_S01
26441,367210.597,2262221.724,905.608,BS_INV-15_B_S01
39749,366868.49,2262104.692,900.631,BS_INV-15_B_S01
39750,366841.842,2262085.196,900.362,BS_INV-15_B_S01
39751,366868.419,2262085.209,900.87,BS_INV-15_B_S01
39752,366841.874,2262065.668,901.953,BS_INV-15_B_S01
39753,366868.525,2262065.697,902.795,BS_INV-15_B_S01
39754,366841.785,2262046.154,902.938,BS_INV-15_B_S01
39755,366868.369,2262046.171,903.842,BS_INV-15_B_S01
39794,366841.85,2262104.676,899.495,BS_INV-15_B_S01
40362,366868.392,2262338.766,890.889,BS_INV-15_B_S01
40367,366841.661,2262416.755,890.99,BS_INV-15_B_S01
40368,366868.205,2262416.73,893.194,BS_INV-15_B_S01
40369,366841.705,2262397.265,889.242,BS_INV-15_B_S01
40370,366868.116,2262397.248,891.501,BS_INV-15_B_S01
40371,366841.67,2262377.883,889.316,BS_INV-15_B_S01
40372,366868.229,2262377.75,891.294,BS_INV-15_B_S01
40373,366841.635,2262358.213,889.619,BS_INV-15_B_S01
40374,366868.305,2262358.257,891.37,BS_INV-15_B_S01
40375,366841.836,2262319.291,888.869,BS_INV-15_B_S01
40376,366868.421,2262319.348,890.205,BS_INV-15_B_S01
40377,366841.797,2262338.728,889.492,BS_INV-15_B_S01
40689,366841.911,2262163.16,897.891,BS_INV-15_B_S01
40690,366868.503,2262163.157,899.095,BS_INV-15_B_S01
40691,367290.382,2262163.197,908.143,BS_INV-15_B_S01
40692,367317.057,2262163.136,908.391,BS_INV-15_B_S01
40693,366841.827,2262182.754,896.778,BS_INV-15_B_S01
40694,366868.44,2262182.79,897.539,BS_INV-15_B_S01
40695,367290.424,2262182.726,908.085,BS_INV-15_B_S01
40696,367317.008,2262182.753,908.258,BS_INV-15_B_S01
40704,367317.052,2262143.627,909.047,BS_INV-15_B_S01
40705,367290.454,2262143.683,909.125,BS_INV-15_B_S01
40706,366868.475,2262143.707,900.149,BS_INV-15_B_S01
