UPN,Northing,Easting,Elevation
600270,365960.013,2263292.335,907.7631
600271,365955.413,2263296.21,907.5157
600272,365950.813,2263296.21,907.4103
600273,365960.013,2263296.21,907.5783
600274,365809.022,2263311.835,905.7144
600275,365804.422,2263311.835,905.7419
600276,365811.322,2263313.71,905.8656
600277,365804.422,2263313.71,905.7752
600278,365811.322,2263350.834,906.1213
600279,365804.422,2263350.834,905.5968
600280,365804.422,2263352.709,905.6166
600281,365811.322,2263352.709,906.059
700005,365733.978,2263857.079,899.756
800006,365909.175,2263340.583,900.2608
